x1,y1,x2,y2
0.0,0.0,-68.83687504874032,37.458810184580244
0.0,0.0,14.107633799709632,-2.502457317301676
14.107633799709632,-2.502457317301676,1.8215582685786558,-18.424347081552554
14.107633799709632,-2.502457317301676,42.40659810065824,61.86120822254563
1.8215582685786558,-18.424347081552554,31.113933202370532,-55.285885496960496
31.113933202370532,-55.285885496960496,6.806450366900492,-82.2207314638562
-68.83687504874032,37.458810184580244,-45.33612289090128,33.16145854799686
-45.33612289090128,33.16145854799686,-27.774689649520653,90.67466674385619
-45.33612289090128,33.16145854799686,-22.21848872951601,47.537915682068586
-22.21848872951601,47.537915682068586,-13.976262713243841,59.36826299967049
6.806450366900492,-82.2207314638562,-73.47659043759481,-64.80950665189668
42.40659810065824,61.86120822254563,94.89280393579517,-2.1740483224840403
-68.83687504874032,37.458810184580244,-96.71450707935225,-9.380459620522316
42.40659810065824,61.86120822254563,23.97724297528808,53.97031560067987
-27.774689649520653,90.67466674385619,14.003060464586852,95.10766282563509
-27.774689649520653,90.67466674385619,-27.81758083722741,94.52145487875546
23.97724297528808,53.97031560067987,47.06809291554174,62.6550670505022
31.113933202370532,-55.285885496960496,54.51261791776349,-65.22590945285395
-22.21848872951601,47.537915682068586,-1.465220607976974,28.523755737188537
94.89280393579517,-2.1740483224840403,79.48729797812192,34.2803082937707
94.89280393579517,-2.1740483224840403,77.84980226742547,7.533958819564376
1.8215582685786558,-18.424347081552554,-32.71246335248574,-1.3939394713532494
-73.47659043759481,-64.80950665189668,-64.37519794040485,-33.1417130126828
-96.71450707935225,-9.380459620522316,-84.14683810083031,-22.30882366100279
6.806450366900492,-82.2207314638562,-30.409717410174736,-78.57215285680695
-30.409717410174736,-78.57215285680695,-35.24744391762718,-61.70579185150851
23.97724297528808,53.97031560067987,29.944491895423198,48.02814436381843
29.944491895423198,48.02814436381843,43.38685506440768,34.02508733292541
-35.24744391762718,-61.70579185150851,-15.45664058249639,-48.83386573452051
-1.465220607976974,28.523755737188537,-24.935172183037494,31.706353119093393
-13.976262713243841,59.36826299967049,-3.391718225016092,57.69145712991721
-15.45664058249639,-48.83386573452051,-3.132355716307302,-69.33434823425452
-27.81758083722741,94.52145487875546,-51.89262062106965,84.94316059148082
77.84980226742547,7.533958819564376,98.47679773293942,-0.969149511471386
-96.71450707935225,-9.380459620522316,-78.28281031430002,-2.46017883423994
29.944491895423198,48.02814436381843,14.044171904224314,46.38729767940944
54.51261791776349,-65.22590945285395,44.97803152343917,-44.59775306460052
44.97803152343917,-44.59775306460052,79.982784397225,-34.707118323461145
54.51261791776349,-65.22590945285395,28.854346028418405,-85.0998884716943
77.84980226742547,7.533958819564376,87.0445393970337,1.7356935978037455
43.38685506440768,34.02508733292541,39.37731952083851,32.40911591194623
47.06809291554174,62.6550670505022,33.88196928875311,63.951069350564694
-32.71246335248574,-1.3939394713532494,-47.75861296898898,-16.857747550309128
-32.71246335248574,-1.3939394713532494,-32.88113788787015,5.819819392482614
-30.409717410174736,-78.57215285680695,-15.891367553692575,-77.0691227126253
79.48729797812192,34.2803082937707,75.0609054429195,28.647491218180022
-24.935172183037494,31.706353119093393,-35.23728995339033,32.7684556985042
28.854346028418405,-85.0998884716943,9.60857735682194,-84.55505754990895
-15.891367553692575,-77.0691227126253,-22.480083272840545,-95.08694475320401
-27.81758083722741,94.52145487875546,-7.57127362174414,93.73307681437743
